submission_date;state;new_case;new_death
10/30/2020;KS;3136;22
10/31/2020;KS;0;0
11/01/2020;KS;0;0
11/02/2020;KS;4096;17
11/03/2020;KS;0;0
11/04/2020;KS;2938;41
11/05/2020;KS;0;0
11/06/2020;KS;5418;79
11/07/2020;KS;0;0
11/08/2020;KS;0;0
11/09/2020;KS;5920;15
11/10/2020;KS;0;0
11/11/2020;KS;5672;34
11/12/2020;KS;0;0
11/13/2020;KS;6282;44
11/14/2020;KS;0;0
11/15/2020;KS;0;0
11/16/2020;KS;7234;7
11/17/2020;KS;0;0
11/18/2020;KS;5853;60
11/19/2020;KS;0;0
11/20/2020;KS;5939;84
11/21/2020;KS;0;0
11/22/2020;KS;0;0
11/23/2020;KS;7526;46
11/24/2020;KS;0;0
11/25/2020;KS;5738;47
11/26/2020;KS;0;0
11/27/2020;KS;5224;26
11/28/2020;KS;0;0
11/29/2020;KS;0;0
11/30/2020;KS;4425;31
12/01/2020;KS;0;0
12/02/2020;KS;4615;119
12/03/2020;KS;0;0
12/04/2020;KS;6234;107
12/05/2020;KS;91;0
12/06/2020;KS;-91;0
12/07/2020;KS;5730;70
12/08/2020;KS;0;0
12/09/2020;KS;5778;85
12/10/2020;KS;0;0
12/11/2020;KS;5491;131
12/12/2020;KS;0;0
01/22/2020;RI;0;0
01/23/2020;RI;0;0
01/24/2020;RI;0;0
01/25/2020;RI;0;0
01/26/2020;RI;0;0
01/27/2020;RI;0;0
01/28/2020;RI;0;0
01/29/2020;RI;0;0
01/30/2020;RI;0;0
01/31/2020;RI;0;0
02/01/2020;RI;0;0
02/02/2020;RI;0;0
02/03/2020;RI;0;0
02/04/2020;RI;0;0
02/05/2020;RI;0;0
02/06/2020;RI;0;0
02/07/2020;RI;0;0
02/08/2020;RI;0;0
02/09/2020;RI;0;0
02/10/2020;RI;0;0
02/11/2020;RI;0;0
02/12/2020;RI;0;0
02/13/2020;RI;0;0
02/14/2020;RI;0;0
02/15/2020;RI;0;0
02/16/2020;RI;0;0
02/17/2020;RI;0;0
02/18/2020;RI;0;0
02/19/2020;RI;0;0
02/20/2020;RI;0;0
02/21/2020;RI;0;0
02/22/2020;RI;0;0
02/23/2020;RI;0;0
02/24/2020;RI;0;0
02/25/2020;RI;0;0
02/26/2020;RI;0;0
02/27/2020;RI;0;0
02/28/2020;RI;0;0
02/29/2020;RI;0;0
03/01/2020;RI;1;0
03/02/2020;RI;1;0
03/03/2020;RI;0;0
03/04/2020;RI;0;0
03/05/2020;RI;0;0
03/06/2020;RI;0;0
03/07/2020;RI;1;0
03/08/2020;RI;0;0
03/09/2020;RI;0;0
03/10/2020;RI;2;0
03/11/2020;RI;0;0
03/12/2020;RI;0;0
03/13/2020;RI;0;0
03/14/2020;RI;4;0
03/15/2020;RI;12;0
03/16/2020;RI;2;0
03/17/2020;RI;0;0
03/18/2020;RI;10;0
03/19/2020;RI;11;0
03/20/2020;RI;10;0
03/21/2020;RI;12;0
03/22/2020;RI;31;0
03/23/2020;RI;9;0
03/24/2020;RI;18;0
03/25/2020;RI;8;0
03/26/2020;RI;56;0
03/27/2020;RI;15;0
03/28/2020;RI;36;2
03/29/2020;RI;55;1
03/30/2020;RI;185;1
03/31/2020;RI;41;4
04/01/2020;RI;46;2
04/02/2020;RI;115;2
04/03/2020;RI;30;2
04/04/2020;RI;95;3
04/05/2020;RI;116;8
04/06/2020;RI;248;2
04/07/2020;RI;244;3
04/08/2020;RI;36;5
04/09/2020;RI;489;12
04/10/2020;RI;76;2
04/11/2020;RI;334;7
04/12/2020;RI;316;7
04/13/2020;RI;311;10
04/14/2020;RI;393;7
04/15/2020;RI;160;7
04/16/2020;RI;440;27
04/17/2020;RI;208;4
04/18/2020;RI;314;19
04/19/2020;RI;215;13
04/20/2020;RI;384;5
04/21/2020;RI;626;26
04/22/2020;RI;296;5
04/23/2020;RI;244;3
04/24/2020;RI;443;13
04/25/2020;RI;430;13
04/26/2020;RI;310;11
04/27/2020;RI;269;7
04/28/2020;RI;218;6
04/29/2020;RI;321;12
04/30/2020;RI;374;15
05/01/2020;RI;341;13
05/02/2020;RI;327;17
05/03/2020;RI;188;24
05/04/2020;RI;175;21
05/05/2020;RI;281;14
05/06/2020;RI;272;15
05/07/2020;RI;325;18
05/08/2020;RI;249;11
05/09/2020;RI;210;19
05/10/2020;RI;285;4
05/11/2020;RI;176;8
05/12/2020;RI;164;14
05/13/2020;RI;221;18
05/14/2020;RI;181;6
05/15/2020;RI;203;11
05/16/2020;RI;215;10
05/17/2020;RI;240;10
05/18/2020;RI;121;7
05/19/2020;RI;156;26
05/20/2020;RI;405;6
05/21/2020;RI;215;18
05/22/2020;RI;165;23
05/23/2020;RI;216;18
05/24/2020;RI;113;11
05/25/2020;RI;0;0
05/26/2020;RI;145;26
05/27/2020;RI;143;21
05/28/2020;RI;141;22
05/29/2020;RI;141;16
05/30/2020;RI;184;18
05/31/2020;RI;109;7
06/01/2020;RI;63;2
06/02/2020;RI;121;12
06/03/2020;RI;107;10
06/04/2020;RI;106;14
06/05/2020;RI;116;16
06/06/2020;RI;0;0
06/07/2020;RI;0;0
06/08/2020;RI;201;27
06/09/2020;RI;49;9
06/10/2020;RI;65;4
06/11/2020;RI;106;11
06/12/2020;RI;85;10
06/13/2020;RI;0;0
06/14/2020;RI;0;0
06/15/2020;RI;146;18
06/16/2020;RI;71;14
06/17/2020;RI;49;11
06/18/2020;RI;56;9
06/19/2020;RI;68;9
06/20/2020;RI;0;0
06/21/2020;RI;0;0
06/22/2020;RI;122;9
06/23/2020;RI;74;3
06/24/2020;RI;73;6
06/25/2020;RI;34;8
06/26/2020;RI;21;7
06/27/2020;RI;0;0
06/28/2020;RI;0;0
06/29/2020;RI;103;19
06/30/2020;RI;49;4
07/01/2020;RI;40;6
07/02/2020;RI;88;3
07/03/2020;RI;50;1
07/04/2020;RI;0;0
07/05/2020;RI;0;0
07/06/2020;RI;0;0
07/07/2020;RI;163;9
07/08/2020;RI;50;2
07/09/2020;RI;39;3
07/10/2020;RI;69;2
07/11/2020;RI;0;0
07/12/2020;RI;0;0
07/13/2020;RI;175;8
07/14/2020;RI;0;0
07/15/2020;RI;153;3
07/16/2020;RI;71;1
07/17/2020;RI;82;2
07/18/2020;RI;0;0
07/19/2020;RI;0;0
07/20/2020;RI;111;5
07/21/2020;RI;82;1
07/22/2020;RI;76;1
07/23/2020;RI;86;4
07/24/2020;RI;76;1
07/25/2020;RI;0;0
07/26/2020;RI;0;0
07/27/2020;RI;291;2
07/28/2020;RI;210;1
07/29/2020;RI;75;2
07/30/2020;RI;150;0
07/31/2020;RI;72;0
08/01/2020;RI;0;0
08/02/2020;RI;0;0
08/03/2020;RI;224;3
08/04/2020;RI;144;1
08/05/2020;RI;91;1
08/06/2020;RI;130;2
08/07/2020;RI;127;0
08/08/2020;RI;0;0
08/09/2020;RI;0;0
08/10/2020;RI;196;1
08/11/2020;RI;119;1
08/12/2020;RI;76;2
08/13/2020;RI;111;1
08/14/2020;RI;115;2
08/15/2020;RI;0;0
08/16/2020;RI;-20;0
08/17/2020;RI;237;2
08/18/2020;RI;120;1
08/19/2020;RI;103;3
08/20/2020;RI;76;1
08/21/2020;RI;151;2
08/22/2020;RI;0;0
08/23/2020;RI;0;0
08/24/2020;RI;280;5
08/25/2020;RI;70;4
08/26/2020;RI;82;2
08/27/2020;RI;135;3
08/28/2020;RI;94;2
08/29/2020;RI;0;0
08/30/2020;RI;0;0
08/31/2020;RI;266;2
09/01/2020;RI;53;2
09/02/2020;RI;76;1
09/03/2020;RI;65;4
09/04/2020;RI;100;0
09/05/2020;RI;0;0
09/06/2020;RI;0;0
09/07/2020;RI;0;0
09/08/2020;RI;349;4
09/09/2020;RI;84;3
09/10/2020;RI;106;5
09/11/2020;RI;123;4
09/12/2020;RI;0;0
09/13/2020;RI;0;0
09/14/2020;RI;225;4
09/15/2020;RI;120;3
09/16/2020;RI;108;3
09/17/2020;RI;130;4
09/18/2020;RI;132;3
09/19/2020;RI;0;0
09/20/2020;RI;0;0
09/21/2020;RI;312;9
09/22/2020;RI;112;2
09/23/2020;RI;133;3
09/24/2020;RI;134;4
09/25/2020;RI;-130;1
09/26/2020;RI;0;0
09/27/2020;RI;0;0
09/28/2020;RI;243;3
09/29/2020;RI;132;3
09/30/2020;RI;192;1
10/01/2020;RI;166;3
10/02/2020;RI;162;1
10/03/2020;RI;0;0
10/04/2020;RI;0;0
10/05/2020;RI;343;3
10/06/2020;RI;177;4
10/07/2020;RI;180;1
10/08/2020;RI;269;1
10/09/2020;RI;249;3
10/10/2020;RI;0;0
10/11/2020;RI;0;0
10/12/2020;RI;0;0
10/13/2020;RI;666;9
10/14/2020;RI;204;8
10/15/2020;RI;274;2
10/16/2020;RI;253;3
10/17/2020;RI;0;0
10/18/2020;RI;0;0
10/19/2020;RI;656;7
10/20/2020;RI;302;5
10/21/2020;RI;474;5
10/22/2020;RI;471;4
10/23/2020;RI;524;4
10/24/2020;RI;0;0
10/25/2020;RI;0;0
10/26/2020;RI;906;7
10/27/2020;RI;421;4
10/28/2020;RI;499;4
10/29/2020;RI;368;3
10/30/2020;RI;562;6
10/31/2020;RI;0;0
11/01/2020;RI;0;0
11/02/2020;RI;1246;9
11/03/2020;RI;423;2
11/04/2020;RI;579;2
11/05/2020;RI;628;8
11/06/2020;RI;630;2
11/07/2020;RI;0;0
11/08/2020;RI;0;0
11/09/2020;RI;1629;9
11/10/2020;RI;789;4
11/11/2020;RI;978;6
11/12/2020;RI;988;7
11/13/2020;RI;765;4
11/14/2020;RI;0;0
11/15/2020;RI;0;0
11/16/2020;RI;2394;16
11/17/2020;RI;605;8
11/18/2020;RI;1383;6
11/19/2020;RI;1040;4
11/20/2020;RI;1050;6
11/21/2020;RI;0;0
11/22/2020;RI;0;0
11/23/2020;RI;2572;15
11/24/2020;RI;851;16
11/25/2020;RI;893;10
11/26/2020;RI;0;0
11/27/2020;RI;1637;11
11/28/2020;RI;0;0
11/29/2020;RI;0;0
11/30/2020;RI;2769;27
12/01/2020;RI;1183;7
12/02/2020;RI;1099;11
12/03/2020;RI;1717;9
12/04/2020;RI;1415;13
12/05/2020;RI;0;0
12/06/2020;RI;0;0
12/07/2020;RI;3681;35
12/08/2020;RI;1249;22
12/09/2020;RI;1232;14
12/10/2020;RI;948;14
12/11/2020;RI;1571;11
12/12/2020;RI;0;0
01/22/2020;NC;0;0
01/23/2020;NC;0;0
01/24/2020;NC;0;0
01/25/2020;NC;0;0
01/26/2020;NC;0;0
01/27/2020;NC;0;0
01/28/2020;NC;0;0
01/29/2020;NC;0;0
01/30/2020;NC;0;0
01/31/2020;NC;0;0
02/01/2020;NC;0;0
02/02/2020;NC;0;0
02/03/2020;NC;0;0
02/04/2020;NC;0;0
02/05/2020;NC;0;0
02/06/2020;NC;0;0
02/07/2020;NC;0;0
02/08/2020;NC;0;0
02/09/2020;NC;0;0
02/10/2020;NC;0;0
02/11/2020;NC;0;0
02/12/2020;NC;0;0
02/13/2020;NC;0;0
02/14/2020;NC;0;0
02/15/2020;NC;0;0
02/16/2020;NC;0;0
02/17/2020;NC;0;0
02/18/2020;NC;0;0
02/19/2020;NC;0;0
02/20/2020;NC;0;0
02/21/2020;NC;0;0
02/22/2020;NC;0;0
02/23/2020;NC;0;0
02/24/2020;NC;0;0
02/25/2020;NC;0;0
02/26/2020;NC;0;0
02/27/2020;NC;0;0
02/28/2020;NC;0;0
02/29/2020;NC;0;0
03/01/2020;NC;0;0
03/02/2020;NC;1;0
03/03/2020;NC;0;0
03/04/2020;NC;0;0
03/05/2020;NC;0;0
03/06/2020;NC;0;0
03/07/2020;NC;0;0
03/08/2020;NC;0;0
03/09/2020;NC;1;0
03/10/2020;NC;5;0
03/11/2020;NC;0;0
03/12/2020;NC;4;0
03/13/2020;NC;4;0
03/14/2020;NC;8;0
03/15/2020;NC;9;0
03/16/2020;NC;1;0
03/17/2020;NC;7;0
03/18/2020;NC;22;0
03/19/2020;NC;35;0
03/20/2020;NC;40;0
03/21/2020;NC;47;0
03/22/2020;NC;71;0
03/23/2020;NC;42;0
03/24/2020;NC;101;0
03/25/2020;NC;106;1
03/26/2020;NC;132;1
03/27/2020;NC;128;1
03/28/2020;NC;171;1
03/29/2020;NC;232;1
03/30/2020;NC;140;1
03/31/2020;NC;191;2
04/01/2020;NC;86;1
04/02/2020;NC;273;7
04/03/2020;NC;236;3
04/04/2020;NC;309;5
04/05/2020;NC;183;7
04/06/2020;NC;285;2
04/07/2020;NC;351;13
04/08/2020;NC;205;7
04/09/2020;NC;225;12
04/10/2020;NC;257;9
04/11/2020;NC;404;6
04/12/2020;NC;208;1
04/13/2020;NC;296;5
04/14/2020;NC;208;22
04/15/2020;NC;99;9
04/16/2020;NC;342;14
04/17/2020;NC;394;21
04/18/2020;NC;281;12
04/19/2020;NC;353;8
04/20/2020;NC;271;7
04/21/2020;NC;187;34
04/22/2020;NC;269;29
04/23/2020;NC;388;11
04/24/2020;NC;444;16
04/25/2020;NC;571;20
04/26/2020;NC;207;10
04/27/2020;NC;312;7
04/28/2020;NC;426;36
04/29/2020;NC;380;12
04/30/2020;NC;561;24
05/01/2020;NC;414;21
05/02/2020;NC;586;21
05/03/2020;NC;155;2
05/04/2020;NC;184;8
05/05/2020;NC;408;22
05/06/2020;NC;502;25
05/07/2020;NC;639;30
05/08/2020;NC;471;20
05/09/2020;NC;492;17
05/10/2020;NC;404;3
05/11/2020;NC;281;3
05/12/2020;NC;301;27
05/13/2020;NC;470;20
05/14/2020;NC;691;18
05/15/2020;NC;622;26
05/16/2020;NC;853;11
05/17/2020;NC;530;7
05/18/2020;NC;511;2
05/19/2020;NC;677;30
05/20/2020;NC;423;11
05/21/2020;NC;738;14
05/22/2020;NC;758;12
05/23/2020;NC;1107;9
05/24/2020;NC;497;7
05/25/2020;NC;742;10
05/26/2020;NC;176;12
05/27/2020;NC;488;28
05/28/2020;NC;784;33
05/29/2020;NC;1076;32
05/30/2020;NC;1185;18
05/31/2020;NC;916;9
06/01/2020;NC;674;12
06/02/2020;NC;626;23
06/03/2020;NC;888;18
06/04/2020;NC;1190;21
06/05/2020;NC;1289;6
06/06/2020;NC;1370;26
06/07/2020;NC;921;4
06/08/2020;NC;938;10
06/09/2020;NC;676;23
06/10/2020;NC;1011;24
06/11/2020;NC;1310;11
06/12/2020;NC;1768;28
06/13/2020;NC;1429;12
06/14/2020;NC;1444;5
06/15/2020;NC;983;9
06/16/2020;NC;751;36
06/17/2020;NC;1002;14
06/18/2020;NC;1335;7
06/19/2020;NC;1655;22
06/20/2020;NC;1549;15
06/21/2020;NC;1412;8
06/22/2020;NC;805;3
06/23/2020;NC;854;28
06/24/2020;NC;1724;20
06/25/2020;NC;1024;19
06/26/2020;NC;1649;13
06/27/2020;NC;1720;15
06/28/2020;NC;1605;4
06/29/2020;NC;1349;3
06/30/2020;NC;1196;18
07/01/2020;NC;1862;30
07/02/2020;NC;1639;18
07/03/2020;NC;2102;1
07/04/2020;NC;1419;3
07/05/2020;NC;1330;1
07/06/2020;NC;1563;2
07/07/2020;NC;1367;22
07/08/2020;NC;1449;21
07/09/2020;NC;2059;20
07/10/2020;NC;2007;18
07/11/2020;NC;2467;20
07/12/2020;NC;1909;4
07/13/2020;NC;1846;7
07/14/2020;NC;1991;42
07/15/2020;NC;1816;16
07/16/2020;NC;2191;20
07/17/2020;NC;2082;18
07/18/2020;NC;2486;23
07/19/2020;NC;1820;5
07/20/2020;NC;1291;8
07/21/2020;NC;1863;26
07/22/2020;NC;2191;30
07/23/2020;NC;1945;28
07/24/2020;NC;2145;20
07/25/2020;NC;2114;32
07/26/2020;NC;1645;7
07/27/2020;NC;1685;5
07/28/2020;NC;1805;30
07/29/2020;NC;1826;45
07/30/2020;NC;2411;38
07/31/2020;NC;2018;21
08/01/2020;NC;1753;40
08/02/2020;NC;1362;5
08/03/2020;NC;1388;13
08/04/2020;NC;1694;28
08/05/2020;NC;1185;40
08/06/2020;NC;2049;42
08/07/2020;NC;1582;42
08/08/2020;NC;1987;26
08/09/2020;NC;1626;8
08/10/2020;NC;512;4
08/11/2020;NC;1131;32
08/12/2020;NC;1308;45
08/13/2020;NC;1978;38
08/14/2020;NC;1210;26
08/15/2020;NC;1662;30
08/16/2020;NC;1400;4
08/17/2020;NC;431;1
08/18/2020;NC;1336;48
08/19/2020;NC;1218;35
08/20/2020;NC;2050;34
08/21/2020;NC;2075;29
08/22/2020;NC;1781;27
08/23/2020;NC;1490;10
08/24/2020;NC;1389;4
08/25/2020;NC;1446;35
08/26/2020;NC;1342;36
08/27/2020;NC;2177;24
08/28/2020;NC;1479;22
08/29/2020;NC;1723;31
08/30/2020;NC;1952;9
08/31/2020;NC;1287;10
09/01/2020;NC;2209;39
09/02/2020;NC;1216;38
09/03/2020;NC;1716;24
09/04/2020;NC;2121;36
09/05/2020;NC;1586;50
09/06/2020;NC;1099;1
09/07/2020;NC;1039;7
09/08/2020;NC;833;12
09/09/2020;NC;969;49
09/10/2020;NC;1307;32
09/11/2020;NC;1610;33
09/12/2020;NC;1478;24
09/13/2020;NC;1220;5
09/14/2020;NC;948;8
09/15/2020;NC;1210;51
09/16/2020;NC;1234;38
09/17/2020;NC;1632;31
09/18/2020;NC;1504;27
09/19/2020;NC;1239;28
09/20/2020;NC;1335;8
09/21/2020;NC;800;4
09/22/2020;NC;1312;39
09/23/2020;NC;1101;52
09/24/2020;NC;1836;41
09/25/2020;NC;1693;30
09/26/2020;NC;1759;31
09/27/2020;NC;1290;1
09/28/2020;NC;868;4
09/29/2020;NC;889;49
09/30/2020;NC;1495;38
10/01/2020;NC;2277;47
10/02/2020;NC;1775;29
10/03/2020;NC;2202;21
10/04/2020;NC;610;5
10/05/2020;NC;2258;3
10/06/2020;NC;1504;33
10/07/2020;NC;1711;23
10/08/2020;NC;2428;29
10/09/2020;NC;2034;25
10/10/2020;NC;2321;18
10/11/2020;NC;1719;5
10/12/2020;NC;1276;3
10/13/2020;NC;1734;43
10/14/2020;NC;1926;40
10/15/2020;NC;2532;18
10/16/2020;NC;2684;36
10/17/2020;NC;2102;19
10/18/2020;NC;2303;5
10/19/2020;NC;1144;5
10/20/2020;NC;1578;53
10/21/2020;NC;1842;40
10/22/2020;NC;2400;50
10/23/2020;NC;2716;32
10/24/2020;NC;2584;30
10/25/2020;NC;1807;13
10/26/2020;NC;1643;13
10/27/2020;NC;2141;41
10/28/2020;NC;2253;34
10/29/2020;NC;2885;38
10/30/2020;NC;2809;49
10/31/2020;NC;2805;46
11/01/2020;NC;2057;5
11/02/2020;NC;1336;7
11/03/2020;NC;2349;67
11/04/2020;NC;2425;50
11/05/2020;NC;2859;41
11/06/2020;NC;2908;34
11/07/2020;NC;2676;23
11/08/2020;NC;2094;2
11/09/2020;NC;1521;8
11/10/2020;NC;2582;45
11/11/2020;NC;3119;38
11/12/2020;NC;2893;8
11/13/2020;NC;1779;14
11/14/2020;NC;3885;36
11/15/2020;NC;3117;50
11/16/2020;NC;1972;8
11/17/2020;NC;3288;38
11/18/2020;NC;3367;46
11/19/2020;NC;4296;38
11/20/2020;NC;3688;43
11/21/2020;NC;3415;26
11/22/2020;NC;4514;29
11/23/2020;NC;2419;5
11/24/2020;NC;3100;35
11/25/2020;NC;4212;64
11/26/2020;NC;4174;0
11/27/2020;NC;3834;72
11/28/2020;NC;3444;9
11/29/2020;NC;3820;21
11/30/2020;NC;2734;21
12/01/2020;NC;2883;23
12/02/2020;NC;4199;82
12/03/2020;NC;5637;44
12/04/2020;NC;5303;57
12/05/2020;NC;6018;49
12/06/2020;NC;6438;27
12/07/2020;NC;4372;17
12/08/2020;NC;4670;45
12/09/2020;NC;6495;56
12/10/2020;NC;5556;53
12/11/2020;NC;7540;38
12/12/2020;NC;6153;44
01/22/2020;ME;0;0
01/23/2020;ME;0;0
01/24/2020;ME;0;0
01/25/2020;ME;0;0
01/26/2020;ME;0;0
01/27/2020;ME;0;0
01/28/2020;ME;0;0
01/29/2020;ME;0;0
01/30/2020;ME;0;0
01/31/2020;ME;0;0
02/01/2020;ME;0;0
02/02/2020;ME;0;0
02/03/2020;ME;0;0
02/04/2020;ME;0;0
02/05/2020;ME;0;0
02/06/2020;ME;0;0
02/07/2020;ME;0;0
02/08/2020;ME;0;0
02/09/2020;ME;0;0
02/10/2020;ME;0;0
02/11/2020;ME;0;0
02/12/2020;ME;0;0
02/13/2020;ME;0;0
02/14/2020;ME;0;0
02/15/2020;ME;0;0
02/16/2020;ME;0;0
02/17/2020;ME;0;0
02/18/2020;ME;0;0
02/19/2020;ME;0;0
02/20/2020;ME;0;0
02/21/2020;ME;0;0
02/22/2020;ME;0;0
02/23/2020;ME;0;0
02/24/2020;ME;0;0
02/25/2020;ME;0;0
02/26/2020;ME;0;0
02/27/2020;ME;0;0
02/28/2020;ME;0;0
02/29/2020;ME;0;0
03/01/2020;ME;0;0
03/02/2020;ME;0;0
03/03/2020;ME;0;0
03/04/2020;ME;0;0
03/05/2020;ME;0;0
03/06/2020;ME;0;0
03/07/2020;ME;0;0
03/08/2020;ME;0;0
03/09/2020;ME;0;0
03/10/2020;ME;0;0
03/11/2020;ME;0;0
03/12/2020;ME;1;0
03/13/2020;ME;0;0
03/14/2020;ME;4;0
03/15/2020;ME;9;0
03/16/2020;ME;5;0
03/17/2020;ME;13;0
03/18/2020;ME;12;0
03/19/2020;ME;8;0
03/20/2020;ME;4;0
03/21/2020;ME;14;0
03/22/2020;ME;23;0
03/23/2020;ME;16;0
03/24/2020;ME;9;0
03/25/2020;ME;29;0
03/26/2020;ME;8;0
03/27/2020;ME;13;1
03/28/2020;ME;43;0
03/29/2020;ME;42;2
03/30/2020;ME;50;2
03/31/2020;ME;0;0
04/01/2020;ME;41;2
04/02/2020;ME;32;0
04/03/2020;ME;56;2
04/04/2020;ME;24;1
04/05/2020;ME;14;0
04/06/2020;ME;29;0
04/07/2020;ME;20;2
04/08/2020;ME;18;2
04/09/2020;ME;23;2
04/10/2020;ME;23;1
04/11/2020;ME;33;2
04/12/2020;ME;17;0
04/13/2020;ME;65;0
04/14/2020;ME;36;1
04/15/2020;ME;36;4
04/16/2020;ME;26;3
04/17/2020;ME;31;2
04/18/2020;ME;20;3
04/19/2020;ME;20;2
04/20/2020;ME;8;1
04/21/2020;ME;13;1
04/22/2020;ME;19;3
04/23/2020;ME;30;5
04/24/2020;ME;28;3
04/25/2020;ME;25;3
04/26/2020;ME;33;0
04/27/2020;ME;17;1
04/28/2020;ME;16;0
04/29/2020;ME;39;2
04/30/2020;ME;28;2
05/01/2020;ME;0;0
05/02/2020;ME;29;1
05/03/2020;ME;53;1
05/04/2020;ME;21;4
05/05/2020;ME;28;1
05/06/2020;ME;0;0
05/07/2020;ME;120;0
05/08/2020;ME;0;1
05/09/2020;ME;60;1
05/10/2020;ME;23;0
05/11/2020;ME;5;1
05/12/2020;ME;53;1
05/13/2020;ME;0;0
05/14/2020;ME;88;3
05/15/2020;ME;45;1
05/16/2020;ME;39;0
05/17/2020;ME;26;1
05/18/2020;ME;28;2
05/19/2020;ME;78;0
05/20/2020;ME;58;0
05/21/2020;ME;71;2
05/22/2020;ME;0;0
05/23/2020;ME;65;2
05/24/2020;ME;61;1
05/25/2020;ME;35;1
05/26/2020;ME;0;0
05/27/2020;ME;80;5
05/28/2020;ME;37;1
05/29/2020;ME;56;4
05/30/2020;ME;43;0
05/31/2020;ME;24;0
06/01/2020;ME;28;5
06/02/2020;ME;41;1
06/03/2020;ME;0;0
06/04/2020;ME;28;0
06/05/2020;ME;36;3
06/06/2020;ME;88;1
06/07/2020;ME;0;0
06/08/2020;ME;18;0
06/09/2020;ME;18;1
06/10/2020;ME;61;0
06/11/2020;ME;0;0
06/12/2020;ME;54;0
06/13/2020;ME;36;0
06/14/2020;ME;53;1
06/15/2020;ME;9;0
06/16/2020;ME;0;0
06/17/2020;ME;17;1
06/18/2020;ME;42;0
06/19/2020;ME;60;0
06/20/2020;ME;0;0
06/21/2020;ME;19;0
06/22/2020;ME;14;0
06/23/2020;ME;23;0
06/24/2020;ME;77;1
06/25/2020;ME;-1;0
06/26/2020;ME;32;0
06/27/2020;ME;89;1
06/28/2020;ME;30;1
06/29/2020;ME;31;0
06/30/2020;ME;42;0
07/01/2020;ME;34;0
07/02/2020;ME;0;0
07/03/2020;ME;69;2
07/04/2020;ME;0;0
07/05/2020;ME;26;2
07/06/2020;ME;17;1
07/07/2020;ME;20;0
07/08/2020;ME;26;1
07/09/2020;ME;13;0
07/10/2020;ME;0;0
07/11/2020;ME;40;3
07/12/2020;ME;19;0
07/13/2020;ME;8;0
07/14/2020;ME;12;0
07/15/2020;ME;20;0
07/16/2020;ME;38;1
07/17/2020;ME;8;2
07/18/2020;ME;2;0
07/19/2020;ME;65;0
07/20/2020;ME;0;1
07/21/2020;ME;11;0
07/22/2020;ME;15;0
07/23/2020;ME;21;0
07/24/2020;ME;-1;0
07/25/2020;ME;57;1
07/26/2020;ME;18;0
07/27/2020;ME;6;2
07/28/2020;ME;28;0
07/29/2020;ME;22;0
07/30/2020;ME;22;2
07/31/2020;ME;27;0
08/01/2020;ME;21;0
08/02/2020;ME;12;0
08/03/2020;ME;5;0
08/04/2020;ME;17;1
08/05/2020;ME;5;0
08/06/2020;ME;18;0
08/07/2020;ME;11;1
08/08/2020;ME;16;0
08/09/2020;ME;9;0
08/10/2020;ME;-1;1
08/11/2020;ME;19;0
08/12/2020;ME;20;0
08/13/2020;ME;26;0
08/14/2020;ME;29;1
08/15/2020;ME;24;0
08/16/2020;ME;29;0
08/17/2020;ME;16;0
08/18/2020;ME;22;0
08/19/2020;ME;18;1
08/20/2020;ME;32;1
08/21/2020;ME;31;1
08/22/2020;ME;19;1
08/23/2020;ME;21;0
08/24/2020;ME;13;0
08/25/2020;ME;21;1
08/26/2020;ME;26;0
08/27/2020;ME;21;0
08/28/2020;ME;-1;0
08/29/2020;ME;53;0
08/30/2020;ME;37;0
08/31/2020;ME;22;0
09/01/2020;ME;0;0
09/02/2020;ME;69;1
09/03/2020;ME;15;1
09/04/2020;ME;35;0
09/05/2020;ME;15;0
09/06/2020;ME;19;0
09/07/2020;ME;12;0
09/08/2020;ME;21;0
09/09/2020;ME;27;0
09/10/2020;ME;31;0
09/11/2020;ME;42;1
09/12/2020;ME;29;1
09/13/2020;ME;0;0
09/14/2020;ME;55;1
09/15/2020;ME;23;1
09/16/2020;ME;21;0
09/17/2020;ME;43;0
09/18/2020;ME;30;1
09/19/2020;ME;44;1
09/20/2020;ME;27;0
09/21/2020;ME;40;0
09/22/2020;ME;25;0
09/23/2020;ME;44;0
09/24/2020;ME;20;0
09/25/2020;ME;0;0
09/26/2020;ME;54;0
09/27/2020;ME;11;0
09/28/2020;ME;37;0
09/29/2020;ME;54;1
09/30/2020;ME;40;1
10/01/2020;ME;37;0
10/02/2020;ME;0;0
10/03/2020;ME;52;0
10/04/2020;ME;25;0
10/05/2020;ME;20;0
10/06/2020;ME;39;0
10/07/2020;ME;35;0
10/08/2020;ME;27;1
10/09/2020;ME;30;0
10/10/2020;ME;0;0
10/11/2020;ME;27;0
10/12/2020;ME;57;0
10/13/2020;ME;36;0
10/14/2020;ME;20;1
10/15/2020;ME;29;1
10/16/2020;ME;37;0
10/17/2020;ME;38;1
10/18/2020;ME;22;0
10/19/2020;ME;27;0
10/20/2020;ME;0;0
10/21/2020;ME;71;0
10/22/2020;ME;35;0
10/23/2020;ME;42;0
10/24/2020;ME;0;0
10/25/2020;ME;117;0
10/26/2020;ME;57;0
10/27/2020;ME;76;0
10/28/2020;ME;80;0
10/29/2020;ME;103;0
10/30/2020;ME;98;1
10/31/2020;ME;0;0
11/01/2020;ME;131;1
11/02/2020;ME;127;0
11/03/2020;ME;151;2
